property_id,city,locality,property_type,bhk,area_sqft,price,price_per_sqft,floor_no,total_floors,age_years,furnishing_status,property_status,facing,bathrooms,balconies,parking,amenities,monthly_rent,listing_date,seller_type,negotiable,is_sold
PROP01398,Chennai,Porur,Apartment,4,705,7300000,10354.61,20,27,1,Semi-Furnished,Ready to Move,South-East,5,2,2,Lift|Swimming Pool,27585,2020-03-16,Agent,No,0
PROP01399,Ahmedabad,Maninagar,Villa,4,2440,15700000,6434.43,0,7,5,Semi-Furnished,Under Construction,East,5,3,2,Gym|Parking|Lift|Security|CCTV|Park|Power Backup|Swimming Pool,46171,2023-03-29,Owner,Yes,0
PROP01400,Lucknow,Aliganj,Apartment,3,768,6300000,8203.12,27,32,5,Furnished,Ready to Move,North-West,4,3,2,Park|Clubhouse|CCTV|Gym|Swimming Pool|Power Backup,18218,2021-10-22,Builder,No,1
PROP01401,Mumbai,Thane,Studio,1,300,6300000,21000.0,20,30,0,Semi-Furnished,Ready to Move,North,2,0,1,Power Backup|Gym,19376,2023-04-09,Owner,No,1
PROP01402,Hyderabad,Gachibowli,Apartment,3,1007,11700000,11618.67,14,23,2,Furnished,New Launch,East,3,3,0,Clubhouse|CCTV,35429,2020-01-14,Builder,No,1
PROP01403,Jaipur,C Scheme,Independent House,3,2037,16900000,8296.51,0,10,1,Semi-Furnished,New Launch,East,3,0,1,CCTV|Clubhouse|Parking|Lift|Gym|Park|Security,67459,2020-02-14,Owner,No,1
PROP01404,Pune,Hinjewadi,Apartment,3,1043,10200000,9779.48,23,29,0,Semi-Furnished,Under Construction,North,3,1,1,Lift|CCTV|Swimming Pool|Power Backup,27707,2020-05-18,Builder,Yes,1
PROP01405,Lucknow,Mahanagar,Villa,4,2399,11800000,4918.72,0,5,10,Furnished,Under Construction,East,5,1,0,Gym|Swimming Pool|Power Backup|Park,36778,2019-07-11,Agent,Yes,1
PROP01406,Jaipur,C Scheme,Independent House,3,1648,11100000,6735.44,0,7,15,Semi-Furnished,Ready to Move,West,3,2,2,CCTV|Swimming Pool|Lift|Park|Gym|Power Backup,33981,2020-08-31,Agent,No,0
PROP01407,Ahmedabad,Maninagar,Apartment,2,615,6300000,10243.9,30,32,0,Unfurnished,Under Construction,South,2,2,1,Security|Swimming Pool|Parking|Gym|Clubhouse|Power Backup|CCTV,22235,2020-01-20,Builder,No,0
PROP01408,Delhi,Karol Bagh,Apartment,4,1200,17800000,14833.33,14,15,2,Unfurnished,Ready to Move,North-East,4,1,1,Park|CCTV|Clubhouse,68952,2019-04-20,Owner,No,0
PROP01409,Chennai,Sholinganallur,Villa,2,2135,23100000,10819.67,0,0,0,Semi-Furnished,Under Construction,West,3,1,1,Swimming Pool|Park|Power Backup|Gym|Clubhouse|CCTV,79087,2021-04-13,Builder,No,0
PROP01410,Kolkata,Alipore,Row House,2,1549,9200000,5939.32,0,4,10,Unfurnished,New Launch,South,2,1,1,CCTV|Swimming Pool|Lift|Gym|Clubhouse|Power Backup|Parking,32677,2021-06-17,Owner,No,0
PROP01411,Chennai,Velachery,Villa,2,2465,21800000,8843.81,0,5,0,Unfurnished,Ready to Move,North,2,1,2,Security|Power Backup|Clubhouse|CCTV|Lift|Gym,74586,2019-05-08,Agent,No,1
PROP01412,Kolkata,Park Street,Penthouse,4,2911,27000000,9275.16,3,12,2,Semi-Furnished,Ready to Move,North-West,4,3,0,Power Backup|Swimming Pool|CCTV|Parking|Park|Lift|Security|Gym,78124,2021-06-01,Agent,No,1
PROP01413,Bangalore,Koramangala,Apartment,3,991,11800000,11907.16,6,11,15,Furnished,Under Construction,North-East,3,2,0,Clubhouse|Swimming Pool|Security|Park|Gym,46265,2020-08-02,Agent,No,1
PROP01414,Pune,Viman Nagar,Penthouse,4,3233,28600000,8846.27,13,17,20,Unfurnished,Under Construction,West,4,3,0,Lift|CCTV|Clubhouse|Gym|Power Backup|Parking|Park|Swimming Pool|Security,98243,2023-04-04,Agent,Yes,1
PROP01415,Pune,Wakad,Apartment,2,771,6400000,8300.91,20,28,5,Unfurnished,Under Construction,West,2,0,2,Gym|Security|Lift|CCTV|Power Backup|Park|Parking|Swimming Pool,17517,2019-03-10,Builder,Yes,1
PROP01416,Hyderabad,Banjara Hills,Apartment,2,1085,7800000,7188.94,19,22,0,Unfurnished,Under Construction,North-East,2,0,2,Lift|Security|Power Backup|Clubhouse|Gym,26038,2022-09-25,Owner,No,1
PROP01417,Delhi,Karol Bagh,Villa,2,2211,29500000,13342.38,0,4,5,Semi-Furnished,Under Construction,West,3,2,2,Lift|CCTV|Swimming Pool|Park|Parking|Power Backup|Clubhouse|Gym|Security,64469,2022-12-03,Agent,No,1
PROP01418,Chennai,OMR,Independent House,2,1853,17200000,9282.25,0,8,1,Furnished,Under Construction,East,3,2,2,Power Backup|Lift|Security|Swimming Pool,56801,2023-05-27,Owner,No,1
PROP01419,Chennai,Velachery,Villa,2,2505,24500000,9780.44,0,4,5,Semi-Furnished,Ready to Move,East,3,2,0,Security|Park|Swimming Pool|Gym|Parking|Clubhouse|Lift|CCTV,58603,2019-10-23,Owner,No,0
PROP01420,Lucknow,Gomti Nagar,Studio,1,501,4000000,7984.03,25,32,1,Semi-Furnished,New Launch,West,1,0,0,CCTV|Swimming Pool|Gym|Park|Clubhouse|Power Backup|Lift|Parking,11069,2020-06-29,Builder,Yes,1
PROP01421,Hyderabad,Madhapur,Independent House,3,1907,13000000,6816.99,0,10,5,Semi-Furnished,Ready to Move,South,4,2,2,Clubhouse|Park|Security|CCTV|Swimming Pool|Gym|Power Backup|Parking|Lift,46164,2022-10-15,Owner,No,0
PROP01422,Ahmedabad,Maninagar,Apartment,3,1114,8500000,7630.16,11,12,0,Semi-Furnished,Under Construction,North,3,3,1,Lift|Clubhouse|Park|Parking|Power Backup|CCTV|Gym|Swimming Pool|Security,23249,2019-03-16,Agent,Yes,0
PROP01423,Chennai,OMR,Apartment,2,827,7200000,8706.17,21,26,2,Unfurnished,Ready to Move,South,3,2,1,Parking|Gym|Swimming Pool|CCTV|Power Backup|Clubhouse|Park,14712,2022-09-08,Owner,Yes,1
PROP01424,Pune,Hadapsar,Apartment,3,732,7800000,10655.74,6,6,10,Furnished,Under Construction,South,3,1,0,Lift|CCTV|Park|Swimming Pool|Power Backup|Security|Parking|Gym|Clubhouse,24148,2020-02-23,Owner,Yes,0
PROP01425,Ahmedabad,Prahlad Nagar,Apartment,2,691,6700000,9696.09,16,21,1,Semi-Furnished,New Launch,North-East,2,1,2,Lift|Park|Clubhouse|CCTV|Gym|Parking,22824,2019-02-08,Agent,Yes,0
PROP01426,Chennai,OMR,Apartment,5,506,4600000,9090.91,1,10,15,Semi-Furnished,Ready to Move,South,5,1,1,Swimming Pool|Security|Gym|Power Backup|Lift|Clubhouse|Parking,12893,2019-08-11,Agent,Yes,0
PROP01427,Delhi,Vasant Kunj,Row House,2,2011,37000000,18398.81,0,3,1,Furnished,Ready to Move,West,3,1,1,Security|Swimming Pool|Power Backup|CCTV|Park|Clubhouse,77199,2023-10-19,Builder,No,0
PROP01428,Pune,Hadapsar,Apartment,3,679,7200000,10603.83,10,15,1,Semi-Furnished,Ready to Move,East,4,0,0,Security|Lift,20947,2019-10-22,Builder,No,0
PROP01429,Kolkata,Alipore,Apartment,2,855,4700000,5497.08,14,17,10,Furnished,New Launch,North-East,2,0,0,Lift|Power Backup|CCTV,12830,2020-05-08,Owner,Yes,1
PROP01430,Pune,Viman Nagar,Villa,3,2144,21100000,9841.42,0,8,15,Furnished,Ready to Move,West,3,1,0,Power Backup|Clubhouse,46769,2023-10-29,Builder,No,1
PROP01431,Chennai,Adyar,Independent House,3,1861,17700000,9511.02,0,8,1,Unfurnished,Ready to Move,East,3,2,1,Clubhouse|Swimming Pool,46189,2022-12-25,Builder,Yes,0
PROP01432,Hyderabad,Jubilee Hills,Apartment,2,1063,8200000,7714.02,13,17,10,Furnished,Ready to Move,West,3,0,1,Clubhouse|Security|Power Backup|Park|Gym|CCTV|Parking,29045,2021-04-10,Agent,Yes,0
PROP01433,Bangalore,Whitefield,Independent House,1,1972,30500000,15466.53,0,8,2,Semi-Furnished,Ready to Move,North,2,0,1,CCTV|Security|Lift|Swimming Pool,100158,2021-07-08,Owner,Yes,1
PROP01434,Lucknow,Vikas Nagar,Apartment,2,783,4300000,5491.7,30,39,1,Unfurnished,Under Construction,East,3,2,1,Swimming Pool|Gym,16275,2021-01-13,Owner,Yes,1
PROP01435,Delhi,Saket,Villa,5,2166,31500000,14542.94,0,5,2,Unfurnished,Ready to Move,South,5,2,0,Clubhouse|Gym|Security|Parking|Park|CCTV,75765,2022-03-15,Owner,No,0
PROP01436,Kolkata,Rajarhat,Apartment,2,956,6000000,6276.15,0,10,5,Semi-Furnished,Under Construction,North-West,2,1,1,Power Backup|Swimming Pool|Clubhouse|Park,21121,2019-02-23,Owner,Yes,1
PROP01437,Kolkata,Alipore,Studio,1,350,1700000,4857.14,3,5,20,Furnished,New Launch,South,2,0,2,Gym|Swimming Pool|Clubhouse|Parking|Lift|CCTV|Park|Security,6366,2019-04-11,Agent,Yes,1
PROP01438,Pune,Wakad,Independent House,3,2121,16500000,7779.35,0,7,15,Semi-Furnished,Under Construction,South,4,2,0,Parking|Lift|Clubhouse|Swimming Pool|Gym|Power Backup|CCTV|Park|Security,33929,2021-06-07,Owner,No,0
PROP01439,Pune,Baner,Independent House,3,1898,13500000,7112.75,0,8,10,Unfurnished,Ready to Move,South-East,3,3,2,Security|Park|CCTV,34622,2023-06-21,Owner,Yes,1
PROP01440,Mumbai,Worli,Apartment,2,1046,22500000,21510.52,28,36,5,Unfurnished,Under Construction,South,2,1,1,CCTV|Parking|Park,67348,2023-01-28,Agent,No,0
PROP01441,Pune,Hadapsar,Penthouse,3,2932,38300000,13062.76,20,21,1,Unfurnished,Ready to Move,West,4,2,1,Swimming Pool|Parking|Power Backup|CCTV|Gym|Clubhouse|Lift|Security|Park,125655,2021-05-22,Agent,Yes,1
PROP01442,Lucknow,Vikas Nagar,Row House,3,1834,9300000,5070.88,0,2,5,Furnished,Ready to Move,South,3,1,2,CCTV|Security|Gym|Parking|Power Backup|Swimming Pool|Park|Clubhouse|Lift,34281,2020-11-05,Builder,Yes,1
PROP01443,Chennai,Porur,Row House,2,1636,18400000,11246.94,0,1,0,Furnished,Ready to Move,South,2,0,2,Clubhouse|Park|Gym|Security|Swimming Pool,58107,2019-10-09,Agent,No,1
PROP01444,Mumbai,Navi Mumbai,Apartment,3,640,15700000,24531.25,25,27,2,Semi-Furnished,Under Construction,North-West,3,3,1,Park|Power Backup|CCTV|Lift|Security|Clubhouse|Parking,37800,2020-09-07,Builder,No,0
PROP01445,Hyderabad,Jubilee Hills,Apartment,4,979,7800000,7967.31,22,28,2,Semi-Furnished,Ready to Move,West,5,3,2,Parking|Gym|Clubhouse|CCTV|Lift|Power Backup|Park|Security|Swimming Pool,21096,2022-08-11,Agent,Yes,1
PROP01446,Delhi,Saket,Villa,4,2069,33300000,16094.73,0,7,10,Furnished,Ready to Move,South-East,4,0,2,Clubhouse|Security|Lift|CCTV|Parking|Park|Gym|Power Backup,76317,2020-09-06,Owner,No,1
PROP01447,Hyderabad,Jubilee Hills,Apartment,3,794,6700000,8438.29,30,38,0,Furnished,Ready to Move,North-West,4,1,0,Swimming Pool|Security|CCTV|Park|Clubhouse|Lift|Power Backup|Parking,17509,2021-12-18,Builder,Yes,1
PROP01448,Ahmedabad,Prahlad Nagar,Studio,1,517,4500000,8704.06,11,12,0,Semi-Furnished,Ready to Move,South-East,2,0,0,Clubhouse|Parking|Security|Swimming Pool|Power Backup|CCTV|Park|Lift,17208,2019-01-07,Agent,No,0
PROP01449,Lucknow,Mahanagar,Independent House,1,2047,10700000,5227.16,0,6,0,Semi-Furnished,Under Construction,East,2,0,0,Security|Clubhouse|Swimming Pool|Parking|CCTV|Power Backup|Gym|Lift|Park,35566,2023-01-16,Owner,Yes,1
PROP01450,Lucknow,Indira Nagar,Apartment,2,904,3700000,4092.92,8,16,10,Unfurnished,Ready to Move,East,3,1,2,Parking|Clubhouse|Park|Gym,7898,2021-03-28,Agent,No,1
PROP01451,Delhi,Karol Bagh,Independent House,4,1861,27800000,14938.21,0,5,1,Furnished,Ready to Move,North-East,4,2,0,Parking|Park,94333,2021-06-01,Agent,Yes,0
PROP01452,Ahmedabad,Maninagar,Apartment,1,1240,10500000,8467.74,23,23,5,Semi-Furnished,Ready to Move,South-East,2,0,0,Swimming Pool|Clubhouse|CCTV,23313,2020-08-17,Builder,No,0
PROP01453,Kolkata,Alipore,Villa,3,2248,18000000,8007.12,0,8,2,Furnished,Ready to Move,North-West,3,1,1,Gym|Swimming Pool|Security|Parking,58294,2019-04-16,Owner,No,1
PROP01454,Jaipur,Jagatpura,Row House,2,2120,13000000,6132.08,0,1,5,Semi-Furnished,Under Construction,South,3,2,1,Swimming Pool|Security|Park|Power Backup,50685,2020-10-31,Agent,Yes,0
PROP01455,Pune,Hinjewadi,Independent House,3,1913,16500000,8625.2,0,0,15,Furnished,Ready to Move,North-West,4,1,0,Parking|Security|Gym|CCTV|Power Backup|Swimming Pool|Lift,41273,2022-01-17,Builder,No,1
PROP01456,Kolkata,Park Street,Studio,1,300,2800000,9333.33,24,26,0,Furnished,Ready to Move,North-East,2,1,2,Parking|Security|Clubhouse|Power Backup|Park|Gym,5765,2021-02-27,Builder,No,0
PROP01457,Kolkata,Behala,Apartment,2,1050,5300000,5047.62,17,17,15,Unfurnished,New Launch,East,3,0,0,Swimming Pool|Gym|Security|Park,13696,2023-06-14,Builder,Yes,0
PROP01458,Pune,Kothrud,Apartment,3,976,9100000,9323.77,19,25,15,Unfurnished,New Launch,South-East,3,1,2,Parking|Park|CCTV|Swimming Pool|Security|Lift|Power Backup|Gym|Clubhouse,36365,2021-09-21,Owner,Yes,1
PROP01459,Pune,Wakad,Apartment,3,1157,9500000,8210.89,17,20,10,Furnished,Ready to Move,North,4,0,1,Security|Parking|Lift|CCTV|Clubhouse|Park|Power Backup|Gym,22432,2020-07-15,Owner,Yes,1
PROP01460,Lucknow,Hazratganj,Apartment,2,1034,7800000,7543.52,23,33,5,Semi-Furnished,Under Construction,East,2,1,1,Park|Security|Parking|CCTV|Power Backup,28315,2019-01-15,Agent,No,1
PROP01461,Jaipur,Jagatpura,Penthouse,4,2772,20100000,7251.08,21,30,5,Unfurnished,Under Construction,North,4,0,0,Power Backup|Lift|Clubhouse|Security|Park|Swimming Pool|Gym,53279,2023-07-21,Owner,No,1
PROP01462,Pune,Viman Nagar,Independent House,2,1555,16600000,10675.24,0,10,1,Semi-Furnished,Ready to Move,North-West,3,0,1,Gym|Park|Clubhouse|CCTV|Parking,46927,2022-04-06,Builder,Yes,1
PROP01463,Kolkata,Park Street,Apartment,1,858,6800000,7925.41,27,29,1,Semi-Furnished,Under Construction,West,2,0,0,Park|Gym,16827,2021-10-03,Agent,Yes,1
PROP01464,Ahmedabad,Maninagar,Independent House,2,1629,13600000,8348.68,0,8,20,Furnished,Ready to Move,South-East,2,1,2,Security|Swimming Pool|Power Backup|Clubhouse,51322,2019-05-10,Owner,Yes,1
PROP01465,Chennai,Sholinganallur,Apartment,3,783,8000000,10217.11,28,36,20,Furnished,Ready to Move,South,3,0,0,Park|Lift|Swimming Pool|Security|Power Backup|Gym|CCTV|Clubhouse|Parking,31940,2019-02-03,Builder,Yes,0
PROP01466,Pune,Hadapsar,Penthouse,3,2917,23500000,8056.22,7,7,0,Unfurnished,Under Construction,North-East,3,2,0,Clubhouse|Park|Power Backup|Gym|Lift|CCTV|Security|Parking,80201,2019-06-05,Agent,Yes,1
PROP01467,Chennai,Adyar,Apartment,3,1233,11200000,9083.54,14,21,10,Unfurnished,Ready to Move,North,4,1,0,Power Backup|Gym|Swimming Pool|Park|Lift|CCTV,29375,2022-08-12,Owner,Yes,1
PROP01468,Bangalore,Whitefield,Apartment,2,978,17000000,17382.41,25,27,1,Furnished,Ready to Move,East,3,2,2,Swimming Pool|Security|Gym|CCTV|Parking|Clubhouse,53421,2021-07-21,Agent,Yes,0
PROP01469,Bangalore,Hebbal,Apartment,5,660,9000000,13636.36,27,34,2,Unfurnished,Under Construction,North,5,3,0,CCTV|Power Backup|Park,26570,2021-05-17,Builder,No,1
PROP01470,Delhi,Rohini,Independent House,3,1888,23700000,12552.97,0,9,1,Unfurnished,Ready to Move,North,3,0,1,Gym|Clubhouse|Power Backup|Security,64523,2020-07-17,Agent,No,0
PROP01471,Delhi,Noida Ext,Independent House,2,2039,37400000,18342.32,0,3,0,Semi-Furnished,Under Construction,North-East,3,1,0,Lift|Clubhouse|Park|CCTV|Gym|Swimming Pool|Parking|Power Backup|Security,99592,2021-11-10,Owner,No,1
PROP01472,Kolkata,Behala,Apartment,2,778,5200000,6683.8,9,15,0,Unfurnished,Ready to Move,South,3,0,0,Park|Clubhouse|Gym,13665,2021-11-23,Builder,Yes,0
PROP01473,Delhi,Gurgaon,Apartment,2,873,15600000,17869.42,5,11,5,Furnished,Ready to Move,South,3,2,1,Park|Security|CCTV|Parking|Lift|Clubhouse|Gym,49716,2022-12-21,Owner,Yes,0
PROP01474,Bangalore,Whitefield,Independent House,1,1802,18700000,10377.36,0,8,5,Furnished,Ready to Move,North-West,1,1,0,Power Backup|Swimming Pool|Gym|CCTV|Parking|Security,62408,2021-01-21,Agent,Yes,0
PROP01475,Mumbai,Thane,Row House,3,1443,27300000,18918.92,0,1,5,Furnished,Ready to Move,North-East,4,0,1,Parking|Clubhouse|CCTV|Security|Gym|Lift|Park|Swimming Pool,98564,2019-08-24,Agent,Yes,1
PROP01476,Bangalore,Indiranagar,Apartment,1,1029,11500000,11175.9,9,9,10,Furnished,Ready to Move,North,2,0,0,Lift|CCTV|Power Backup|Clubhouse|Park|Security,27917,2023-03-26,Owner,Yes,0
PROP01477,Ahmedabad,Maninagar,Villa,3,2175,21700000,9977.01,0,4,0,Unfurnished,Ready to Move,West,3,0,0,Power Backup|Gym|Parking|Clubhouse|CCTV|Park,65605,2019-07-10,Builder,Yes,0
PROP01478,Pune,Wakad,Apartment,2,983,12000000,12207.53,3,7,2,Furnished,Under Construction,East,3,1,2,Gym|CCTV|Swimming Pool|Parking|Lift|Security|Clubhouse|Power Backup|Park,40383,2023-07-09,Agent,Yes,1
PROP01479,Pune,Kothrud,Studio,1,300,3600000,12000.0,6,7,0,Furnished,Ready to Move,West,1,0,2,Swimming Pool|Gym|Park,7283,2021-02-15,Agent,Yes,1
PROP01480,Mumbai,Powai,Studio,1,312,5800000,18589.74,21,22,1,Semi-Furnished,Under Construction,North-West,2,0,1,Security|Park|Lift|Swimming Pool|Clubhouse|Parking|CCTV|Gym|Power Backup,21257,2019-09-11,Owner,No,1
PROP01481,Bangalore,HSR Layout,Independent House,1,1944,24800000,12757.2,0,10,1,Semi-Furnished,Ready to Move,North,1,1,0,CCTV|Parking|Security|Clubhouse|Swimming Pool|Power Backup|Gym,79957,2023-10-10,Builder,Yes,1
PROP01482,Pune,Hadapsar,Apartment,2,825,8400000,10181.82,1,10,1,Unfurnished,Under Construction,North-West,3,2,2,Parking|Gym|CCTV|Power Backup|Security|Lift|Park,25342,2022-09-25,Agent,Yes,1
PROP01483,Chennai,OMR,Apartment,2,1245,15400000,12369.48,15,23,2,Semi-Furnished,Ready to Move,West,3,0,1,Clubhouse|Security|Gym|Parking|Power Backup|Park|Lift|CCTV,48303,2021-03-02,Agent,No,1
PROP01484,Ahmedabad,Bopal,Studio,1,320,3200000,10000.0,15,20,5,Semi-Furnished,Under Construction,North,1,1,1,Clubhouse|Lift|Gym|CCTV|Power Backup|Swimming Pool|Park,9393,2019-02-19,Owner,Yes,0
PROP01485,Mumbai,Bandra,Independent House,1,1844,30700000,16648.59,0,1,15,Unfurnished,Under Construction,North-West,1,1,1,Power Backup|Gym|Security|Clubhouse|Swimming Pool|Lift,118997,2022-09-30,Agent,Yes,1
PROP01486,Kolkata,Salt Lake,Apartment,2,1086,8600000,7918.97,7,13,5,Unfurnished,Under Construction,East,3,0,1,CCTV|Clubhouse|Parking|Swimming Pool|Security,33103,2022-11-05,Owner,No,1
PROP01487,Chennai,Velachery,Penthouse,2,2516,26700000,10612.08,28,32,10,Semi-Furnished,Ready to Move,North-West,2,2,2,Parking|Power Backup|Park,79726,2019-08-12,Owner,Yes,1
PROP01488,Delhi,Karol Bagh,Apartment,4,547,11100000,20292.5,8,18,0,Furnished,Under Construction,North,5,2,0,Power Backup|Lift|Gym|Security,22874,2022-12-26,Agent,No,1
PROP01489,Pune,Kothrud,Apartment,3,594,4600000,7744.11,2,10,20,Furnished,Ready to Move,North-West,4,2,0,CCTV|Parking|Gym|Security,12479,2022-04-18,Agent,No,1
PROP01490,Chennai,OMR,Apartment,2,1152,12000000,10416.67,6,7,10,Furnished,New Launch,East,2,0,0,Power Backup|Security|Clubhouse|CCTV,47004,2023-08-17,Builder,No,1
PROP01491,Ahmedabad,Satellite,Apartment,2,789,6600000,8365.02,8,8,5,Unfurnished,New Launch,North-East,2,0,2,Park|Security|Lift|Power Backup|Gym|Parking|Swimming Pool|CCTV,17900,2019-02-23,Owner,Yes,1
PROP01492,Ahmedabad,Satellite,Apartment,4,1411,13700000,9709.43,1,6,5,Semi-Furnished,Under Construction,East,5,0,0,Swimming Pool|Parking|Clubhouse|Security|CCTV,35930,2023-02-28,Owner,No,0
PROP01493,Pune,Hadapsar,Villa,4,2087,17100000,8193.58,0,7,2,Furnished,Under Construction,East,4,0,0,Power Backup|Parking,56608,2022-02-22,Builder,No,1
PROP01494,Hyderabad,Hitech City,Row House,3,1636,17400000,10635.7,0,0,0,Furnished,Ready to Move,North-East,3,0,1,Park|Swimming Pool|Security|Parking|Lift|Gym|Clubhouse|CCTV|Power Backup,49901,2023-06-15,Builder,No,1
PROP01495,Bangalore,Hebbal,Apartment,4,1208,18500000,15314.57,1,5,5,Semi-Furnished,Ready to Move,North-East,5,0,1,CCTV|Power Backup|Parking|Lift|Clubhouse|Park|Gym,49404,2020-09-13,Builder,Yes,1
PROP01496,Lucknow,Indira Nagar,Independent House,1,2201,8900000,4043.62,0,4,20,Semi-Furnished,Ready to Move,South,2,0,0,Parking|Gym|CCTV|Swimming Pool|Clubhouse|Lift,34788,2022-10-28,Builder,No,0
PROP01497,Chennai,Sholinganallur,Apartment,2,1312,13600000,10365.85,27,28,15,Unfurnished,Ready to Move,East,3,1,1,Power Backup|Clubhouse|Gym|Security|CCTV|Park|Parking|Swimming Pool,44080,2020-07-08,Owner,No,1
PROP01498,Bangalore,HSR Layout,Apartment,1,1141,14800000,12971.08,7,13,5,Unfurnished,Ready to Move,North-West,2,0,1,Power Backup|CCTV|Gym|Lift|Swimming Pool,54567,2023-12-05,Agent,Yes,0
PROP01499,Chennai,OMR,Row House,2,1804,14900000,8259.42,0,6,0,Semi-Furnished,Ready to Move,North-West,3,1,2,Lift|Park|Gym|Clubhouse|Security,47081,2023-05-30,Builder,Yes,0
PROP01500,Hyderabad,Kondapur,Row House,3,1718,10900000,6344.59,0,9,20,Furnished,Under Construction,North,3,2,2,Lift|Power Backup|Swimming Pool|Gym|CCTV|Clubhouse|Park,36182,2021-07-26,Builder,No,1
PROP01501,Chennai,OMR,Apartment,2,1055,7800000,7393.36,18,22,10,Unfurnished,New Launch,East,2,0,0,Power Backup|Security|CCTV|Park|Clubhouse|Gym|Parking,29669,2020-02-19,Owner,No,1
PROP01502,Hyderabad,Banjara Hills,Villa,2,2089,20300000,9717.57,0,3,1,Unfurnished,New Launch,West,3,1,1,Power Backup|Gym|Park|Security|CCTV|Lift|Clubhouse|Parking|Swimming Pool,74361,2019-07-23,Builder,Yes,0
PROP01503,Lucknow,Gomti Nagar,Independent House,3,1636,11800000,7212.71,0,5,0,Semi-Furnished,Under Construction,South-East,4,0,2,Security|Power Backup|CCTV|Swimming Pool|Gym|Parking|Park|Lift,31270,2023-02-22,Agent,No,1
PROP01504,Bangalore,Indiranagar,Independent House,3,1799,24100000,13396.33,0,4,0,Semi-Furnished,Ready to Move,North-West,4,1,2,Clubhouse|Swimming Pool|Park,58188,2021-05-06,Builder,Yes,0
PROP01505,Bangalore,Koramangala,Independent House,3,1765,17700000,10028.33,0,8,15,Unfurnished,Under Construction,North,3,2,1,Gym|CCTV|Security|Park|Power Backup|Swimming Pool|Clubhouse,45067,2023-01-11,Agent,No,0
PROP01506,Ahmedabad,Prahlad Nagar,Apartment,4,809,5800000,7169.34,23,30,5,Semi-Furnished,Ready to Move,South-East,5,2,2,Lift|Security|Clubhouse|Gym|Park|Power Backup|Parking,19173,2021-06-20,Agent,No,0
PROP01507,Ahmedabad,Vastrapur,Apartment,2,1039,8200000,7892.2,12,21,5,Furnished,Ready to Move,North-East,3,1,2,Parking|Lift|CCTV|Power Backup|Park|Swimming Pool|Gym,21115,2019-05-08,Agent,Yes,1
PROP01508,Jaipur,Malviya Nagar,Row House,2,1791,11300000,6309.32,0,10,0,Semi-Furnished,Ready to Move,North,2,2,0,Gym|Lift|Clubhouse|Swimming Pool|Power Backup|Security|Parking,32358,2021-12-13,Builder,No,0
PROP01509,Bangalore,Indiranagar,Apartment,5,917,11300000,12322.79,1,2,0,Furnished,New Launch,East,5,1,0,Security|Swimming Pool,41150,2020-05-10,Owner,No,0
PROP01510,Kolkata,Rajarhat,Apartment,3,1195,9000000,7531.38,15,23,2,Semi-Furnished,Under Construction,West,4,2,1,Swimming Pool|Park|Gym|Parking|CCTV|Security|Power Backup|Clubhouse,30735,2021-07-20,Builder,No,0
PROP01511,Jaipur,C Scheme,Independent House,2,1571,12900000,8211.33,0,2,1,Unfurnished,Ready to Move,North,3,0,2,Lift|Security|Park|Swimming Pool|Clubhouse|Parking|Power Backup|CCTV,42655,2021-08-08,Agent,Yes,0
PROP01512,Lucknow,Hazratganj,Independent House,5,1761,11400000,6473.59,0,5,2,Unfurnished,Ready to Move,South-East,5,2,0,Power Backup|Lift|Park|Swimming Pool|Clubhouse|CCTV,32640,2019-10-09,Agent,No,1
PROP01513,Ahmedabad,Maninagar,Independent House,3,1656,16200000,9782.61,0,5,10,Furnished,Ready to Move,North-West,3,0,0,Swimming Pool|Gym|Park|Clubhouse|Parking|CCTV|Power Backup|Lift|Security,36424,2019-09-21,Owner,Yes,0
PROP01514,Pune,Wakad,Independent House,2,1426,12600000,8835.9,0,9,1,Unfurnished,Under Construction,West,3,0,2,Lift|Park|Security,45158,2022-07-18,Agent,Yes,1
PROP01515,Chennai,OMR,Independent House,2,1783,13800000,7739.76,0,4,5,Unfurnished,New Launch,East,3,2,2,Power Backup|Park,42146,2023-03-30,Agent,Yes,1
PROP01516,Chennai,Porur,Apartment,3,875,9000000,10285.71,15,15,2,Semi-Furnished,Under Construction,North,4,0,0,Security|Parking|Clubhouse|Gym|Lift,22769,2019-10-14,Builder,Yes,0
PROP01517,Mumbai,Worli,Apartment,3,1202,20900000,17387.69,21,28,10,Semi-Furnished,Ready to Move,West,3,3,1,Power Backup|Security|CCTV|Lift|Parking|Clubhouse|Swimming Pool|Park|Gym,60351,2019-09-18,Agent,No,1
PROP01518,Delhi,Vasant Kunj,Apartment,1,1026,19800000,19298.25,13,23,0,Semi-Furnished,New Launch,East,1,0,0,Parking|Clubhouse|Swimming Pool|Security|Gym,41931,2020-12-09,Agent,Yes,0
PROP01519,Lucknow,Gomti Nagar,Apartment,2,695,4500000,6474.82,17,17,5,Unfurnished,Ready to Move,West,2,2,1,Power Backup|CCTV|Swimming Pool|Lift|Clubhouse|Gym,14433,2023-11-07,Builder,Yes,1
PROP01520,Ahmedabad,Bopal,Villa,3,2570,26100000,10155.64,0,6,2,Semi-Furnished,New Launch,South-East,3,1,2,Swimming Pool|CCTV|Security|Park,95694,2019-03-10,Owner,No,1
